schedule_id,template_id,object_type,display_text,canonical_code,row_id,row_index,day,bbox_px,cell_polygon,text_polygon,text_polygon_source,visibility,ignore,text_polygon_validation_max_error_px,image_path,image_width,image_height
schedule_0001,compact_summary,date_header,18,,,,18,"[1984, 76, 2080, 130]","[[1984, 76], [2080, 76], [2080, 130], [1984, 130]]","[[2018.4, 92.8], [2045.6, 92.8], [2045.6, 113.2], [2018.4, 113.2]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,일,,,,18,"[1984, 130, 2080, 184]","[[1984, 130], [2080, 130], [2080, 184], [1984, 184]]","[[2020.7335244194855, 143.45208540159337], [2041.2664755805145, 143.45208540159337], [2041.2664755805145, 168.54791459840663], [2020.7335244194855, 168.54791459840663]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,19,,,,19,"[2080, 76, 2176, 130]","[[2080, 76], [2176, 76], [2176, 130], [2080, 130]]","[[2114.4, 92.8], [2141.6, 92.8], [2141.6, 113.2], [2114.4, 113.2]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,월,,,,19,"[2080, 130, 2176, 184]","[[2080, 130], [2176, 130], [2176, 184], [2080, 184]]","[[2115.6927602593078, 143.4863539844617], [2137.3072397406922, 143.4863539844617], [2137.3072397406922, 168.5136460155383], [2115.6927602593078, 168.5136460155383]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,20,,,,20,"[2176, 76, 2272, 130]","[[2176, 76], [2272, 76], [2272, 130], [2176, 130]]","[[2209.376931317097, 92.83139054830986], [2237.623068682903, 92.83139054830986], [2237.623068682903, 113.16860945169014], [2209.376931317097, 113.16860945169014]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,화,,,,20,"[2176, 130, 2272, 184]","[[2176, 130], [2272, 130], [2272, 184], [2176, 184]]","[[2210.290924476748, 167.1552186640972], [2211.9461223128956, 142.32725112187907], [2237.297571098474, 144.01734770758426], [2235.642373262326, 168.84531524980238]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,21,,,,21,"[2272, 76, 2368, 130]","[[2272, 76], [2368, 76], [2368, 130], [2272, 130]]","[[2305.4174299972155, 92.77710499784847], [2330.5825700027845, 92.77710499784847], [2330.5825700027845, 112.22289500215153], [2305.4174299972155, 112.22289500215153]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,수,,,,21,"[2272, 130, 2368, 184]","[[2272, 130], [2368, 130], [2368, 184], [2272, 184]]","[[2320.9412164834016, 171.4165114258543], [2304.082908099718, 156.43134841813546], [2317.7346455855636, 141.07314374655937], [2334.592953969247, 156.05830675427822]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,22,,,,22,"[2368, 76, 2464, 130]","[[2368, 76], [2464, 76], [2464, 130], [2368, 130]]","[[2401.346146995861, 92.87537995718544], [2429.653853004139, 92.87537995718544], [2429.653853004139, 112.12462004281456], [2401.346146995861, 112.12462004281456]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,목,,,,22,"[2368, 130, 2464, 184]","[[2368, 130], [2464, 130], [2464, 184], [2368, 184]]","[[2401.456648002712, 162.92362398999583], [2408.302499152721, 140.10412015663377], [2430.80940704316, 146.85619252376543], [2423.9635558931514, 169.6756963571275]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,23,,,,23,"[2464, 76, 2560, 130]","[[2464, 76], [2560, 76], [2560, 130], [2464, 130]]","[[2497.376931317097, 92.83139054830986], [2525.623068682903, 92.83139054830986], [2525.623068682903, 113.16860945169014], [2497.376931317097, 113.16860945169014]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,금,,,,23,"[2464, 130, 2560, 184]","[[2464, 130], [2560, 130], [2560, 184], [2464, 184]]","[[2499.585786437627, 144.5857864376269], [2523.414213562373, 144.5857864376269], [2523.414213562373, 168.4142135623731], [2499.585786437627, 168.4142135623731]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,24,,,,24,"[2560, 76, 2656, 130]","[[2560, 76], [2656, 76], [2656, 130], [2560, 130]]","[[2593.326060772053, 92.90550127403459], [2622.673939227947, 92.90550127403459], [2622.673939227947, 112.09449872596541], [2593.326060772053, 112.09449872596541]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,토,,,,24,"[2560, 130, 2656, 184]","[[2560, 130], [2656, 130], [2656, 184], [2560, 184]]","[[2595.445510258585, 145.74160354266408], [2619.554489741415, 145.74160354266408], [2619.554489741415, 165.25839645733592], [2595.445510258585, 165.25839645733592]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,25,,,,25,"[2656, 76, 2752, 130]","[[2656, 76], [2752, 76], [2752, 130], [2656, 130]]","[[2689.376931317097, 92.83139054830986], [2717.623068682903, 92.83139054830986], [2717.623068682903, 113.16860945169014], [2689.376931317097, 113.16860945169014]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,일,,,,25,"[2656, 130, 2752, 184]","[[2656, 130], [2752, 130], [2752, 184], [2656, 184]]","[[2692.7335244194855, 143.45208540159337], [2713.2664755805145, 143.45208540159337], [2713.2664755805145, 168.54791459840663], [2692.7335244194855, 168.54791459840663]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,26,,,,26,"[2752, 76, 2848, 130]","[[2752, 76], [2848, 76], [2848, 130], [2752, 130]]","[[2785.376931317097, 92.83139054830986], [2813.623068682903, 92.83139054830986], [2813.623068682903, 113.16860945169014], [2785.376931317097, 113.16860945169014]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,월,,,,26,"[2752, 130, 2848, 184]","[[2752, 130], [2848, 130], [2848, 184], [2752, 184]]","[[2787.6927602593078, 143.4863539844617], [2809.3072397406922, 143.4863539844617], [2809.3072397406922, 168.5136460155383], [2787.6927602593078, 168.5136460155383]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,27,,,,27,"[2848, 76, 2944, 130]","[[2848, 76], [2944, 76], [2944, 130], [2848, 130]]","[[2881.346146995861, 92.87537995718544], [2909.653853004139, 92.87537995718544], [2909.653853004139, 112.12462004281456], [2881.346146995861, 112.12462004281456]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,화,,,,27,"[2848, 130, 2944, 184]","[[2848, 130], [2944, 130], [2944, 184], [2848, 184]]","[[2882.2909244767475, 167.15521866409716], [2883.946122312895, 142.32725112187904], [2909.2975710984733, 144.01734770758426], [2907.6423732623257, 168.84531524980238]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,28,,,,28,"[2944, 76, 3040, 130]","[[2944, 76], [3040, 76], [3040, 130], [2944, 130]]","[[2977.376931317097, 92.83139054830986], [3005.623068682903, 92.83139054830986], [3005.623068682903, 113.16860945169014], [2977.376931317097, 113.16860945169014]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,수,,,,28,"[2944, 130, 3040, 184]","[[2944, 130], [3040, 130], [3040, 184], [2944, 184]]","[[2992.9412164834016, 171.41651142585428], [2976.082908099718, 156.43134841813568], [2989.7346455855636, 141.07314374655962], [3006.592953969247, 156.05830675427822]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,29,,,,29,"[3040, 76, 3136, 130]","[[3040, 76], [3136, 76], [3136, 130], [3040, 130]]","[[3073.376931317097, 92.83139054830986], [3101.623068682903, 92.83139054830986], [3101.623068682903, 113.16860945169014], [3073.376931317097, 113.16860945169014]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,목,,,,29,"[3040, 130, 3136, 184]","[[3040, 130], [3136, 130], [3136, 184], [3040, 184]]","[[3073.456648002712, 162.92362398999592], [3080.3024991527204, 140.1041201566339], [3102.8094070431603, 146.85619252376569], [3095.963555893152, 169.6756963571277]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,30,,,,30,"[3136, 76, 3232, 130]","[[3136, 76], [3232, 76], [3232, 130], [3136, 130]]","[[3169.376931317097, 92.83139054830986], [3197.623068682903, 92.83139054830986], [3197.623068682903, 113.16860945169014], [3169.376931317097, 113.16860945169014]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,금,,,,30,"[3136, 130, 3232, 184]","[[3136, 130], [3232, 130], [3232, 184], [3136, 184]]","[[3171.585786437627, 144.5857864376269], [3195.414213562373, 144.5857864376269], [3195.414213562373, 168.4142135623731], [3171.585786437627, 168.4142135623731]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,date_header,31,,,,31,"[3232, 76, 3328, 130]","[[3232, 76], [3328, 76], [3328, 130], [3232, 130]]","[[3265.452085401593, 92.73352441948548], [3290.547914598407, 92.73352441948548], [3290.547914598407, 113.26647558051452], [3265.452085401593, 113.26647558051452]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,weekday_header,토,,,,31,"[3232, 130, 3328, 184]","[[3232, 130], [3328, 130], [3328, 184], [3232, 184]]","[[3267.445510258585, 145.74160354266408], [3291.554489741415, 145.74160354266408], [3291.554489741415, 165.25839645733592], [3267.445510258585, 165.25839645733592]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,summary_header,D,,,,,"[3328, 76, 3436, 184]","[[3328, 76], [3436, 76], [3436, 184], [3328, 184]]","[[3390.271414505722, 119.4561395287659], [3390.271414505722, 139.5438604712341], [3373.728585494278, 139.5438604712341], [3373.728585494278, 119.4561395287659]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,summary_header,E,,,,,"[3436, 76, 3544, 184]","[[3436, 76], [3544, 76], [3544, 184], [3436, 184]]","[[3483.985959746873, 139.72386843031555], [3483.985959746873, 119.27613156968447], [3496.014040253127, 119.27613156968447], [3496.014040253127, 139.72386843031555]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,summary_header,N,,,,,"[3544, 76, 3652, 184]","[[3544, 76], [3652, 76], [3652, 184], [3544, 184]]","[[3588.676756725826, 119.50032428926981], [3606.323243274174, 119.50032428926981], [3606.323243274174, 139.49967571073017], [3588.676756725826, 139.49967571073017]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,summary_header,OFF,,,,,"[3652, 76, 3760, 184]","[[3652, 76], [3760, 76], [3760, 184], [3652, 184]]","[[3683.1687119396174, 120.19601987592961], [3727.8312880603826, 120.19601987592961], [3727.8312880603826, 139.8039801240704], [3683.1687119396174, 139.8039801240704]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,summary_header,연차,,,,,"[3760, 76, 3868, 184]","[[3760, 76], [3868, 76], [3868, 184], [3760, 184]]","[[3790.2032312781616, 117.12157973599011], [3838.7967687218384, 117.12157973599011], [3838.7967687218384, 140.8784202640099], [3790.2032312781616, 140.8784202640099]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,name,김지영,,SCHEDULE_0001_R001,1,,"[128, 184, 352, 240]","[[128, 184], [352, 184], [352, 240], [128, 240]]","[[201.10788102674934, 200.35201405025663], [277.89211897325066, 200.35201405025663], [277.89211897325066, 226.64798594974337], [201.10788102674934, 226.64798594974337]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,group,1,,SCHEDULE_0001_R001,1,,"[0, 184, 128, 240]","[[0, 184], [128, 184], [128, 240], [0, 240]]","[[58.30858928234529, 202.12331376636578], [66.69141071765472, 202.12331376636578], [66.69141071765472, 224.87668623363422], [58.30858928234529, 224.87668623363422]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,shift_code,mId,MID,SCHEDULE_0001_R001,1,1,"[352, 184, 448, 240]","[[352, 184], [448, 184], [448, 240], [352, 240]]","[[381.2003717856076, 204.12745298696126], [417.7996282143924, 204.12745298696126], [417.7996282143924, 221.87254701303874], [381.2003717856076, 221.87254701303874]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
schedule_0001,compact_summary,shift_code,rd,RD,SCHEDULE_0001_R001,1,2,"[448, 184, 544, 240]","[[448, 184], [544, 184], [544, 240], [448, 240]]","[[483.5857864376269, 201.5857864376269], [507.4142135623731, 201.5857864376269], [507.4142135623731, 225.4142135623731], [483.5857864376269, 225.4142135623731]]",glyph_mask,1,False,0.0,images/schedule_0001_compact_summary.png,3868,1416
