schedule_id,template_id,row_id,row_index,name,surname,surname_rank,surname_population,surname_hanja_variants,birth_year,gender,group,day,date,canonical_code,display_code,bbox_px,name_bbox_px,excel_cell,image_path
schedule_0001,compact_summary,S0001_R001,1,방예은,방,55,128351,方|房,2007,female,1,26,2026-02-26,D,D,"[825, 96, 852, 121]","[60, 96, 150, 121]",AB4,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R001,1,방예은,방,55,128351,方|房,2007,female,1,27,2026-02-27,O,O,"[852, 96, 879, 121]","[60, 96, 150, 121]",AC4,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R001,1,방예은,방,55,128351,方|房,2007,female,1,28,2026-02-28,OFF,Off,"[879, 96, 906, 121]","[60, 96, 150, 121]",AD4,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,1,2026-02-01,D/E,D/e,"[150, 121, 177, 146]","[60, 121, 150, 146]",C5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,2,2026-02-02,ADO,ADO,"[177, 121, 204, 146]","[60, 121, 150, 146]",D5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,3,2026-02-03,ADO,ado,"[204, 121, 231, 146]","[60, 121, 150, 146]",E5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,4,2026-02-04,OT,OT,"[231, 121, 258, 146]","[60, 121, 150, 146]",F5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,5,2026-02-05,NA,NA,"[258, 121, 285, 146]","[60, 121, 150, 146]",G5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,6,2026-02-06,AM,AM,"[285, 121, 312, 146]","[60, 121, 150, 146]",H5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,7,2026-02-07,Off,OfF,"[312, 121, 339, 146]","[60, 121, 150, 146]",I5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,8,2026-02-08,N,N,"[339, 121, 366, 146]","[60, 121, 150, 146]",J5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,9,2026-02-09,OFF,oFf,"[366, 121, 393, 146]","[60, 121, 150, 146]",K5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,10,2026-02-10,D,D,"[393, 121, 420, 146]","[60, 121, 150, 146]",L5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,11,2026-02-11,E,E,"[420, 121, 447, 146]","[60, 121, 150, 146]",M5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,12,2026-02-12,F,f,"[447, 121, 474, 146]","[60, 121, 150, 146]",N5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,13,2026-02-13,f,f,"[474, 121, 501, 146]","[60, 121, 150, 146]",O5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,14,2026-02-14,F,F,"[501, 121, 528, 146]","[60, 121, 150, 146]",P5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,15,2026-02-15,N,N,"[528, 121, 555, 146]","[60, 121, 150, 146]",Q5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,16,2026-02-16,N,N,"[555, 121, 582, 146]","[60, 121, 150, 146]",R5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,17,2026-02-17,N,N,"[582, 121, 609, 146]","[60, 121, 150, 146]",S5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,18,2026-02-18,F,F,"[609, 121, 636, 146]","[60, 121, 150, 146]",T5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,19,2026-02-19,F,F,"[636, 121, 663, 146]","[60, 121, 150, 146]",U5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,20,2026-02-20,H,H,"[663, 121, 690, 146]","[60, 121, 150, 146]",V5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,21,2026-02-21,TR,TR,"[690, 121, 717, 146]","[60, 121, 150, 146]",W5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,22,2026-02-22,DB,DB,"[717, 121, 744, 146]","[60, 121, 150, 146]",X5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,23,2026-02-23,TR,tr,"[744, 121, 771, 146]","[60, 121, 150, 146]",Y5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,24,2026-02-24,P,P,"[771, 121, 798, 146]","[60, 121, 150, 146]",Z5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,25,2026-02-25,N12,N12,"[798, 121, 825, 146]","[60, 121, 150, 146]",AA5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,26,2026-02-26,N12,N12,"[825, 121, 852, 146]","[60, 121, 150, 146]",AB5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,27,2026-02-27,-,-,"[852, 121, 879, 146]","[60, 121, 150, 146]",AC5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R002,2,강유진,강,6,1268472,姜|康,1999,female,2,28,2026-02-28,RO,RO,"[879, 121, 906, 146]","[60, 121, 150, 146]",AD5,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,1,2026-02-01,DB,dB,"[150, 146, 177, 171]","[60, 146, 150, 171]",C6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,2,2026-02-02,P,p,"[177, 146, 204, 171]","[60, 146, 150, 171]",D6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,3,2026-02-03,N,n,"[204, 146, 231, 171]","[60, 146, 150, 171]",E6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,4,2026-02-04,D/E,D/E,"[231, 146, 258, 171]","[60, 146, 150, 171]",F6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,5,2026-02-05,휴직,휴직,"[258, 146, 285, 171]","[60, 146, 150, 171]",G6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,6,2026-02-06,D/E,d/e,"[285, 146, 312, 171]","[60, 146, 150, 171]",H6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,7,2026-02-07,MID,mID,"[312, 146, 339, 171]","[60, 146, 150, 171]",I6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,8,2026-02-08,DH,Dh,"[339, 146, 366, 171]","[60, 146, 150, 171]",J6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,9,2026-02-09,AO,AO,"[366, 146, 393, 171]","[60, 146, 150, 171]",K6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,10,2026-02-10,DE,DE,"[393, 146, 420, 171]","[60, 146, 150, 171]",L6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,11,2026-02-11,특별휴가,특별휴가,"[420, 146, 447, 171]","[60, 146, 150, 171]",M6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,12,2026-02-12,DO,Do,"[447, 146, 474, 171]","[60, 146, 150, 171]",N6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,13,2026-02-13,PH,PH,"[474, 146, 501, 171]","[60, 146, 150, 171]",O6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,14,2026-02-14,D5,D5,"[501, 146, 528, 171]","[60, 146, 150, 171]",P6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,15,2026-02-15,MID,miD,"[528, 146, 555, 171]","[60, 146, 150, 171]",Q6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,16,2026-02-16,A,A,"[555, 146, 582, 171]","[60, 146, 150, 171]",R6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,17,2026-02-17,AM,am,"[582, 146, 609, 171]","[60, 146, 150, 171]",S6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,18,2026-02-18,특휴,특휴,"[609, 146, 636, 171]","[60, 146, 150, 171]",T6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,19,2026-02-19,E,e,"[636, 146, 663, 171]","[60, 146, 150, 171]",U6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,20,2026-02-20,DO,DO,"[663, 146, 690, 171]","[60, 146, 150, 171]",V6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,21,2026-02-21,M,M,"[690, 146, 717, 171]","[60, 146, 150, 171]",W6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,22,2026-02-22,D5,d5,"[717, 146, 744, 171]","[60, 146, 150, 171]",X6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,23,2026-02-23,MID,MID,"[744, 146, 771, 171]","[60, 146, 150, 171]",Y6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,24,2026-02-24,ON,oN,"[771, 146, 798, 171]","[60, 146, 150, 171]",Z6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,25,2026-02-25,M,M,"[798, 146, 825, 171]","[60, 146, 150, 171]",AA6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,26,2026-02-26,DE,DE,"[825, 146, 852, 171]","[60, 146, 150, 171]",AB6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,27,2026-02-27,H,H,"[852, 146, 879, 171]","[60, 146, 150, 171]",AC6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R003,3,현유진,현,58,88824,玄,2003,female,3,28,2026-02-28,PM,pm,"[879, 146, 906, 171]","[60, 146, 150, 171]",AD6,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,1,2026-02-01,M,M,"[150, 171, 177, 196]","[60, 171, 150, 196]",C7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,2,2026-02-02,NB,nb,"[177, 171, 204, 196]","[60, 171, 150, 196]",D7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,3,2026-02-03,D/E,D/e,"[204, 171, 231, 196]","[60, 171, 150, 196]",E7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,4,2026-02-04,DO,DO,"[231, 171, 258, 196]","[60, 171, 150, 196]",F7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,5,2026-02-05,A,a,"[258, 171, 285, 196]","[60, 171, 150, 196]",G7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,6,2026-02-06,RO,RO,"[285, 171, 312, 196]","[60, 171, 150, 196]",H7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,7,2026-02-07,D5,D5,"[312, 171, 339, 196]","[60, 171, 150, 196]",I7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,8,2026-02-08,UN,uN,"[339, 171, 366, 196]","[60, 171, 150, 196]",J7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,9,2026-02-09,M,M,"[366, 171, 393, 196]","[60, 171, 150, 196]",K7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,10,2026-02-10,OC,OC,"[393, 171, 420, 196]","[60, 171, 150, 196]",L7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,11,2026-02-11,P,P,"[420, 171, 447, 196]","[60, 171, 150, 196]",M7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,12,2026-02-12,SD,SD,"[447, 171, 474, 196]","[60, 171, 150, 196]",N7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,13,2026-02-13,OFF,OFF,"[474, 171, 501, 196]","[60, 171, 150, 196]",O7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,14,2026-02-14,E,E,"[501, 171, 528, 196]","[60, 171, 150, 196]",P7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,15,2026-02-15,O,O,"[528, 171, 555, 196]","[60, 171, 150, 196]",Q7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,16,2026-02-16,E,E,"[555, 171, 582, 196]","[60, 171, 150, 196]",R7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,17,2026-02-17,E,E,"[582, 171, 609, 196]","[60, 171, 150, 196]",S7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,18,2026-02-18,E,e,"[609, 171, 636, 196]","[60, 171, 150, 196]",T7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,19,2026-02-19,T,T,"[636, 171, 663, 196]","[60, 171, 150, 196]",U7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,20,2026-02-20,S,S,"[663, 171, 690, 196]","[60, 171, 150, 196]",V7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,21,2026-02-21,N12,n12,"[690, 171, 717, 196]","[60, 171, 150, 196]",W7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,22,2026-02-22,H,H,"[717, 171, 744, 196]","[60, 171, 150, 196]",X7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,23,2026-02-23,HELP,HELP,"[744, 171, 771, 196]","[60, 171, 150, 196]",Y7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,24,2026-02-24,OFF,OFF,"[771, 171, 798, 196]","[60, 171, 150, 196]",Z7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,25,2026-02-25,OFF,OFF,"[798, 171, 825, 196]","[60, 171, 150, 196]",AA7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,26,2026-02-26,O,O,"[825, 171, 852, 196]","[60, 171, 150, 196]",AB7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,27,2026-02-27,N,N,"[852, 171, 879, 196]","[60, 171, 150, 196]",AC7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R004,4,서지은,서,13,751704,徐,1989,female,4,28,2026-02-28,N,N,"[879, 171, 906, 196]","[60, 171, 150, 196]",AD7,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,1,2026-02-01,D12,d12,"[150, 196, 177, 221]","[60, 196, 150, 221]",C8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,2,2026-02-02,D5,D5,"[177, 196, 204, 221]","[60, 196, 150, 221]",D8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,3,2026-02-03,LV,LV,"[204, 196, 231, 221]","[60, 196, 150, 221]",E8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,4,2026-02-04,ML,ML,"[231, 196, 258, 221]","[60, 196, 150, 221]",F8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,5,2026-02-05,S,S,"[258, 196, 285, 221]","[60, 196, 150, 221]",G8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,6,2026-02-06,H,H,"[285, 196, 312, 221]","[60, 196, 150, 221]",H8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,7,2026-02-07,회의,회의,"[312, 196, 339, 221]","[60, 196, 150, 221]",I8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,8,2026-02-08,PM,pm,"[339, 196, 366, 221]","[60, 196, 150, 221]",J8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,9,2026-02-09,PMH,pmh,"[366, 196, 393, 221]","[60, 196, 150, 221]",K8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,10,2026-02-10,S,S,"[393, 196, 420, 221]","[60, 196, 150, 221]",L8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,11,2026-02-11,X,X,"[420, 196, 447, 221]","[60, 196, 150, 221]",M8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,12,2026-02-12,EH,Eh,"[447, 196, 474, 221]","[60, 196, 150, 221]",N8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,13,2026-02-13,OF,Of,"[474, 196, 501, 221]","[60, 196, 150, 221]",O8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,14,2026-02-14,특휴,특휴,"[501, 196, 528, 221]","[60, 196, 150, 221]",P8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,15,2026-02-15,SUP,SuP,"[528, 196, 555, 221]","[60, 196, 150, 221]",Q8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,16,2026-02-16,MD,MD,"[555, 196, 582, 221]","[60, 196, 150, 221]",R8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,17,2026-02-17,P,P,"[582, 196, 609, 221]","[60, 196, 150, 221]",S8,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,S0001_R005,5,노영미,노,33,314927,盧|魯,1980,female,5,18,2026-02-18,-,-,"[609, 196, 636, 221]","[60, 196, 150, 221]",T8,images/schedule_0001_compact_summary.png
